Total Print Distance,X-Printer 1,Y-Printer 1,X-Printer 2,Y-Printer 2
396627.350261,485.116771785,618.843791079,483.165256709,699.137713901
347191.768085,616.435829902,107.041459419,525.658897932,784.003807032
470356.164397,472.85243457,770.522512716,320.481029959,973.696678768
462701.836824,757.917679691,298.864048759,717.697629325,461.048137371
387487.919783,739.786409415,150.035071359,606.684272757,453.135560779
459092.922785,668.876813027,663.510694227,547.97060257,889.497874019
372320.711879,481.802801827,91.2977738407,59.7675911662,601.150825987
445385.291348,434.869889292,154.869276529,533.673493831,248.757177409
286170.422239,577.367737665,310.239154032,366.810801449,927.100852266
501129.967749,753.672619232,137.5855606,748.918848948,1001.90325595
326857.851757,382.186684175,453.009052835,114.88818467,962.077222421
323261.234255,432.425965079,571.662961577,768.125948017,227.993873182
469811.169531,347.548591346,32.5804027826,777.453075161,496.344319169
566371.506351,515.541402172,866.315026641,581.572291848,915.209180479
341559.811421,477.812860925,289.433159067,669.210126447,639.019288668
412519.726449,398.385107638,1.45020676651,397.641338809,319.673240107
529547.924021,21.0029271645,249.179731001,223.883318603,989.000932811
369194.067697,269.397407204,229.870305092,489.442657864,894.597790237
299760.882995,655.370206857,133.17609359,209.620128073,732.796149635
296742.409745,340.520171265,347.127334856,177.876762717,752.365140279
367307.632548,255.383063159,435.974687489,706.715640149,918.293377979
430280.855026,6.18613076819,229.475767531,344.967961781,728.241392453
332755.05807,654.05186915,448.062808568,501.302536269,809.594373416
415411.36507,156.564397319,542.700885678,751.292331699,882.76056815
381207.424133,219.918799114,401.684341216,659.064279437,861.682092534
425927.448365,640.222860114,521.748517369,680.229874433,637.984604582
380723.245438,544.522594206,86.3583302761,668.620066495,617.997195311
357442.959273,298.837173451,157.332107529,582.841177229,601.724740134
276303.444928,652.041135828,219.749442033,301.520358808,783.877652632
454250.251577,238.658554866,152.251821916,75.1591125862,1003.10549449
349313.183277,388.427753867,526.954679569,14.4819909135,903.741065132
409277.913921,535.198432713,708.375068502,714.476070526,575.314856604
452345.511753,477.41583272,9.30118006486,31.9293849194,962.237821263
438340.824788,123.351141934,154.222929144,577.033418059,781.09963954
338432.784284,301.803321849,299.056813246,135.465754332,909.82598907
274454.10769,538.994212192,257.874911423,417.603148491,790.284682854
377072.019061,390.334465069,747.756508275,683.928578811,616.270034786
647957.814857,516.200522582,986.130363885,628.583191607,950.269589061
334207.538841,578.898372432,431.309806762,607.93793145,926.229687819
505182.165512,81.6433903408,836.842656303,483.508912522,854.201720582
349079.933169,572.053213953,197.413946522,642.145563571,775.225942017
344363.771952,631.228068763,272.769662736,61.572922936,997.470244334
372965.7059,188.020842782,366.207975083,446.454446178,782.011536224
271853.784311,203.398454901,703.411891851,593.760572301,452.666536677
543015.831866,78.9868379769,774.231927743,534.80393752,969.65511916
455534.493746,76.3611629572,100.867253843,682.48693645,610.903969398
421701.837159,320.178759792,757.056321038,536.553906785,760.755769066
297317.193314,382.014055295,587.137539895,711.609385378,270.283332678
602141.722203,96.4673468512,6.12684233417,12.3774106611,441.220041878
360480.490553,560.5224346,129.53598909,614.071320692,811.53312807
481115.73912,604.298291468,744.793885208,478.574941062,856.07620062
595772.516853,22.8034705735,212.928456395,374.407394576,18.0729997605
338959.439876,91.4177394233,693.852289694,458.094587978,581.290953005
348030.889371,241.351977324,429.97039053,255.213830628,785.548195903
271781.187163,441.909093108,351.601294878,148.299588982,791.057674908
369419.046244,487.456217875,359.597945355,584.560235769,267.144878743
394198.750796,605.530489607,203.838479591,726.431453177,560.073146185
593782.731389,10.8594245821,784.577349854,755.306204513,1007.26763858
325192.881889,713.679541966,466.855218238,181.061018239,855.123165792
395523.381894,90.7400611063,362.245272944,335.653180927,478.572081802
368169.347647,443.74599119,616.934644427,272.312137668,978.991666912
270308.344293,608.274025518,336.669641472,303.027246178,867.184714996
481591.796776,63.0201409168,282.623855694,304.045415497,958.199878979
457215.174795,66.0925591962,918.227465556,724.82828002,708.786584891
313902.770898,689.667702057,451.429376763,385.690994335,792.459555007
525732.613773,230.45690244,880.176288816,765.961975062,913.049812489
402281.534282,577.688033786,187.210930057,761.135739139,908.781194755
372669.726637,350.218954092,62.1674307293,526.473571544,413.056442588
396891.476012,127.942247997,342.010905288,639.012408391,172.07731105
525841.70946,612.076407089,769.738398821,714.496803958,742.20990811
333032.750279,440.217338873,505.148168174,770.85450912,387.549052898
457915.70773,716.435547544,37.4403015084,732.67917932,537.912400711
357864.636183,285.334886264,296.288099291,662.164705361,331.809276237
476661.704954,43.8775178202,269.506958444,286.154100555,903.547787393
313128.652216,391.85821855,607.326909767,751.110674221,387.713733229
475150.985744,109.325734807,175.533811247,84.1137270543,699.406338361
587118.634726,82.6662629708,751.270793357,136.968172834,996.475586312
318157.558849,436.550348752,573.501845334,741.86540277,341.891035488
404658.809816,450.58454044,3.39244243329,153.266154579,500.528003798
390721.125619,99.3784784378,84.0550250113,441.767341803,376.194444974
557603.100553,237.342883685,72.4422634785,613.745045752,73.2858207012
395189.714512,670.021759308,541.304379313,561.713224321,890.311250893
522690.799065,151.960371581,86.995914743,645.553885245,993.382795594
312207.352612,211.297763987,496.77845563,555.954757901,509.695703183
395785.608699,277.512151529,619.489739955,421.034054901,891.524318814
387415.26311,57.2719785492,146.900655098,454.271044004,599.926783579
478847.122943,20.8492636041,362.806170425,216.307094441,825.812320562
351866.675831,779.983531877,201.34749727,433.81698269,784.666985631
400774.476274,111.895435325,327.565028526,520.104928381,718.273897359
389145.223409,262.927148654,32.4481906383,269.263704078,789.955043022
474404.805819,248.660880352,200.463662404,664.226635885,89.9929178917
546686.533861,629.382142641,807.082998666,541.274468643,892.610032798
435968.232962,55.0499001574,136.46295606,367.291436133,786.276798684
338226.122408,341.478062366,453.462409906,465.49971639,441.416054149
351311.51109,21.3518137264,494.810924991,492.11312914,254.220272019
423294.233848,152.776147504,218.686319694,468.495792921,881.952543134
330335.495345,56.1844032862,697.947944739,587.081465294,550.461599558
529488.762736,699.977654784,257.272692619,745.135517764,188.119900605
431751.410336,47.7689182764,58.6177583099,609.340454883,598.401312434
320559.321264,222.002439451,712.875823871,726.668170149,529.927195356
423942.228915,194.941865009,246.507074066,649.519841185,902.517465315
571221.420259,193.857932904,965.172612291,412.3061463,907.862044585
394125.244967,151.171989059,20.5966166656,553.992465108,412.241987524
498031.104341,63.6327204443,537.594280827,154.528081579,786.734396158
344751.804678,359.662906575,185.410939364,377.211510341,950.838270389
373994.121192,72.4643974598,319.340752511,617.867318,450.092510702
489270.656554,180.54932657,959.719483008,696.52509609,790.062561725
502368.56242,399.115567806,817.892153593,558.594863541,957.402462399
449491.577268,68.2547306602,416.255931704,223.629281523,454.347535489
391607.341783,194.029108016,144.735462878,406.295209672,812.608722773
371658.832064,227.920300548,515.067652661,668.309594617,775.87092873
429140.273109,178.020348908,907.550931053,607.643182593,737.894434021
578188.412383,203.137959763,957.219353989,455.215009877,930.711955033
623865.066018,523.872470746,48.5588801498,756.452754695,26.2760801575
488003.864753,28.1667043309,223.26352617,439.424582682,158.352566404
342928.291216,205.555532827,521.556925214,392.764624423,488.725819492
369293.937538,158.211906806,241.719510697,331.958798861,615.995674868
435136.734183,59.4475968126,286.218445356,523.278200036,174.836119643
480464.112876,283.419252253,766.833066467,188.030235342,933.717443641
457343.824933,645.4727198,84.1871924321,695.601680112,365.509823014
380609.353902,60.1095876543,317.166129622,559.068302102,304.881725572
311776.202303,166.12993928,511.791356391,542.482238941,497.505476067
412863.622135,132.889394101,264.316805039,679.004144716,629.507421697
393852.017651,162.799251857,170.292889518,273.657898261,533.770806394
323343.482574,500.9856657,219.729093864,19.4856257537,793.097353925
350610.571284,49.2377649056,732.482519049,732.294618555,234.345374082
437759.202264,97.4760977413,221.152246766,221.241988736,498.195358423
360838.173138,332.217103054,317.79266883,730.206848717,322.705674238
313009.449978,329.21091132,391.189658932,371.61267392,841.656270537
483672.195404,304.315449486,41.4748255087,10.3962929881,955.975520252
331434.33429,194.312594061,783.168425112,757.105940649,491.783799132
443328.948583,183.941668823,865.387021121,617.430291272,779.375074647
430859.390056,225.39627402,24.3132567198,661.243199072,597.737877854
369976.782272,246.481976287,503.57418754,515.701025048,819.873696354
440595.921963,164.117837758,150.054338721,496.002324289,899.872325446
399673.354032,156.241079891,626.676193923,744.608867672,750.99542807
459611.971644,127.099174897,65.2941055277,573.614055075,807.139473624
304544.523838,635.642409369,448.254991429,415.145250089,796.768983412
532904.022523,361.512126842,851.560148396,258.113587124,934.286050925
442220.976131,192.118334347,261.89475167,113.009590648,521.158059394
503540.084899,153.550417069,742.002023527,480.67322472,1002.82455152
312795.253766,401.632558463,508.257221818,294.414902206,847.620213516
462161.507775,161.489072691,130.029580312,714.666003865,721.446249061
335068.556738,266.040041636,416.527898548,244.838431718,814.85199752
394503.751187,2.46517857646,563.398726067,380.59272646,606.524823183
764867.874483,13.865982964,14.5139765144,82.296849167,78.658463348
359486.922024,337.028491624,318.959423393,608.933503578,242.408204872
290743.057763,516.913830857,252.584918707,489.38162338,714.744973558
329017.208813,661.280827401,152.160795827,521.337616313,669.188277148
326474.988662,387.218374758,512.629914746,774.348556585,166.448666084
277704.991151,224.729067726,652.344126764,666.102877148,221.668489429
376279.081065,220.055992292,165.416726155,208.63577128,770.278177594
396901.893515,209.054403373,124.953850769,496.974492611,792.734435444
559369.899559,400.760560752,111.67342422,497.381578027,41.4935992039
570625.628517,378.603364567,976.04726424,755.944219603,858.874667912
440689.419605,91.4835957849,506.186337101,772.366847939,3.87364812554
334602.863265,329.971870912,388.993733746,482.678411463,979.755880236
299107.128939,430.826340357,404.880732842,464.186109671,810.17547982
327680.328111,153.212187413,561.866019429,502.374786581,562.42756232
312326.192741,222.48469752,557.462166837,760.853283009,371.565674836
397535.047964,266.388354657,666.588612172,755.265459271,862.714400567
430797.812408,110.628757374,395.01915764,186.321223528,750.53900782
466453.668587,308.89623282,24.3925208005,605.949309267,951.629817275
416400.26472,333.54768496,714.57562943,709.288926323,930.828389864
442900.349316,737.921048416,109.108646997,57.9747752954,1008.06330973
577268.498986,57.6423956485,113.210208519,11.7415381869,525.849383562
382016.801313,7.55510240459,105.318157395,487.747336273,519.564899233
361004.956298,597.907144017,382.758205856,703.772889538,771.072335989
552093.483632,50.7781355948,913.076242103,747.559974964,868.779059624
403839.004256,652.766881669,47.9959136999,524.885877096,895.301712752
346693.733739,676.163073705,466.468545906,325.808231639,995.026598708
310719.721739,147.732361048,490.354784255,552.670113872,276.764637235
338192.852652,578.696084365,480.353908174,540.93281188,769.276568908
523379.750206,168.416275754,147.456434212,570.558462668,74.9485652142
606254.637668,11.4391751355,49.2065552828,461.147504078,61.7854117559
345387.239237,336.04215464,486.753761106,73.1548248333,805.785241924
358799.136274,293.949294413,609.345830718,623.927281346,692.417155296
391583.127638,249.213884017,531.603864075,154.681539949,692.041316796
329255.079137,670.817186542,192.957363903,63.8620636582,701.386397472
571762.547461,16.7819088247,6.84339492832,127.350942078,311.294177897
381593.281745,677.76866509,455.596764656,586.913688056,616.411929482
522341.023517,447.793333643,857.970612363,770.50429434,822.8359798
323632.641502,726.375785438,99.5886427237,288.731551672,718.204664731
293024.621781,686.889103501,222.010918973,392.734540336,688.847071265
431849.850713,224.39681016,325.068623362,183.075206862,452.609159134
403406.194844,595.707197534,365.71054971,712.310901665,447.990549745
523783.460631,606.993156353,65.3533418314,746.17810539,288.476100935
336303.199743,414.607418142,409.367087967,701.290760398,481.523783535
356390.090717,319.010739936,311.810418763,682.614798312,920.045186517
301302.718108,91.1308996524,583.668417761,640.473924365,349.957625596
357908.845426,176.111970517,387.065404297,523.096755442,217.710598375
380245.67071,391.314477705,631.261287119,589.026329153,823.239595841
554281.293493,87.8145246688,24.0312029163,670.285427258,938.134478947
382484.700014,648.487484221,618.545605398,107.94672642,927.080556816
350911.916094,362.182380017,170.677241588,421.099287314,427.535571602
395219.897318,486.513401684,136.070294448,704.072564163,492.465399617
664605.898584,563.980150728,970.804006554,776.464885791,933.860927355
428920.266828,550.081434135,6.76470803993,25.5660824154,849.02157796
395813.817067,703.658817636,469.277798096,628.335780057,771.83268403
496633.555024,615.015579754,737.161387226,558.095420068,905.905643083
501441.876651,69.8249267479,197.306655033,679.188838241,874.861869657
412994.322101,658.474739043,379.450876065,722.767936891,580.387178769
519402.565401,773.525976925,718.789262139,458.998430428,966.324121867
477730.821163,119.858762111,307.076173049,221.073190901,357.388188945
436404.285381,156.910048495,199.887407097,725.313850532,293.990095769
440290.426233,518.802558793,30.8998391719,3.60926654361,939.61046114
538637.971624,37.7025196471,164.993346908,749.081063955,136.932116355
410080.618524,746.457824642,98.604554188,465.183784875,937.414950446
460731.746261,534.47353873,218.835822502,753.695904832,231.190739625
417504.155782,484.239819627,50.1437031087,597.670073629,341.963400372
354300.716657,279.125969031,281.84016648,116.355514675,635.102468415
531029.967164,8.8350538086,508.398565188,246.462861464,959.54188342
540334.731388,83.7618105719,781.697724746,246.169743912,824.530028748
665891.980772,612.342789246,953.186137807,550.238939533,1004.50379094
442394.223641,99.6615207303,361.70452001,743.386078611,723.145578949
317267.931188,461.531231653,287.173539816,456.10712309,1007.28145868
422742.247659,178.940922696,776.974766581,720.384138308,762.72851936
296430.866146,442.380169838,357.968662183,453.405348743,635.94769775
427440.818353,158.978379376,859.327900247,575.114691165,754.351421602
424146.34129,110.935054143,64.7309716868,272.914521712,757.688934382
486643.134085,241.93152402,140.00196471,752.885123202,206.917748167
304952.657548,584.615235143,467.909258374,434.277621624,781.293190239
399503.091863,353.650714558,12.9338711592,143.802115836,607.840009809
647363.820792,50.2721903865,795.364209543,72.8741043287,915.362401218
422598.72547,113.375902413,378.354298996,532.565399364,830.671251809
497600.819108,558.186868731,805.064154408,301.940028095,987.303339415
505367.440648,724.067449448,740.142300142,402.660226465,979.689789906
397436.133093,173.569505653,203.21281816,575.852957913,326.477103786
529409.729448,68.37693346,809.712569097,547.690321169,918.272271022
339886.356509,473.886203573,540.817865485,721.618524075,448.568333125
357196.485479,676.747235736,424.30347351,575.262866503,725.630778201
334119.491034,552.474145837,108.2496827,93.5725156535,783.229283457
592859.831039,305.318711388,956.190448407,550.803633998,965.161821219
300191.398836,636.250504056,286.431563895,440.834327423,548.778922189
516255.018118,90.1540852037,576.524533635,128.289715938,616.258793939
555766.684488,208.915520652,895.354172004,387.862274055,902.470088968
546438.120349,373.773245741,114.059160051,784.340907907,68.2403286568
485137.550042,74.1677101985,158.405804304,686.666362567,762.222344253
449856.884274,68.8560483144,170.308416617,521.652038007,235.320031631
411491.161665,20.4574434289,28.4983560822,290.933826542,484.654646659
449249.714916,227.055344081,37.4235695569,135.702212262,531.280118576
336718.352676,547.887742987,16.7543540389,274.771954582,555.857960916
474684.369602,744.152554523,99.300920736,731.917293789,838.943806854
336123.854715,357.680439848,398.722779095,601.42362211,646.123713871
393143.103377,524.990078611,588.884715536,691.9794811,698.927268389
528056.511451,56.3459800611,142.009231885,61.9228044569,810.395036756
324737.754464,155.345813059,615.594380559,406.464001518,512.44112989
409172.057185,497.785029651,90.0534316355,550.682100838,319.941498521
351745.68488,296.331338061,475.944779207,352.474693806,644.402648732
438052.366178,300.963718192,724.731899547,528.927792386,961.785866367
362166.125366,191.612189363,356.280143215,748.370900633,411.808954866
371837.012238,360.888938054,28.4438633317,544.546442714,685.18199275
314105.937611,207.747405285,477.116891626,553.799581416,207.709192917
407973.419382,457.446644079,33.953632661,137.90772928,473.276119667
672631.204877,24.9812597157,38.9144680275,289.150767845,43.7346181771
371813.561259,676.634108534,445.861162605,603.979292779,880.520032418
435920.267457,116.039639095,224.08612407,160.653714538,785.876163303
315727.350351,417.115842032,153.019966306,168.871442335,840.57406704
362677.853956,646.48664101,537.481738033,370.755856022,966.904997721
455011.215322,195.980404056,644.299510943,211.212701463,731.298771917
436245.775223,566.534471111,232.551795569,708.242345474,352.226693754
495514.319222,179.339451873,363.177658937,46.7240042,430.72998823
485955.916882,230.992624725,144.892446207,18.0066418019,499.827922027
396661.965891,522.626667451,676.041883102,289.166908893,916.920846211
509897.40861,2.1703804717,235.645362036,374.540785865,934.72916624
288067.404429,445.661165158,202.039043451,321.288061988,851.376648599
385343.966602,221.138872437,464.437765375,317.822008366,570.04856262
406225.048922,720.186901328,32.4522815284,604.429167375,399.55358941
364298.054469,591.210336314,150.791576503,619.327222745,865.460018905
354258.232931,477.064708736,513.245509288,781.329874463,744.211301023
348802.811348,753.002697287,365.082580081,162.977653391,931.938487479
353794.001757,393.105239511,648.909788855,573.445177461,595.786146333
372149.743668,269.31100689,369.233321246,42.5149723174,874.596111002
343526.034629,101.077989735,582.777402891,438.936825955,551.231696351
384182.942098,261.2163539,364.216692097,14.7326227358,770.76686912
292842.434498,378.331291417,579.498472013,632.419742786,397.145788891
320507.115806,395.314511806,560.986186751,691.938076048,74.4938520038
367149.80456,216.452940836,476.94159201,416.382930161,705.820505249
337861.903038,293.388321613,423.525259899,783.678587138,477.188545855
361487.55715,300.734067104,79.3757235674,543.96636081,552.111345425
377391.141014,100.953948331,265.180731497,436.119603745,428.228303908
329060.434606,618.21694561,430.943997165,32.7225143137,941.2449584
451602.531039,46.1225136143,419.043961151,645.137628586,780.059208771
539174.612223,121.935202163,687.272653315,34.8426099547,786.587425526
459360.159504,102.871864238,686.287710217,500.019869798,838.915857702
401737.683703,112.236776914,491.970293862,282.236851035,430.327328604
590027.392004,464.75187102,911.633772853,557.088149319,925.362860276
373457.710573,226.122329121,2.21173816463,365.989438713,534.691862042
583830.220306,625.424271021,122.067128968,686.394708227,52.8917389212
350846.101785,396.215605121,592.387837743,297.787539095,784.266246517
367295.330739,580.391960576,327.297570541,527.51762796,409.938426088
313661.501698,563.129623955,382.474235341,551.183050472,886.693699084
286351.831822,423.703888962,411.032298791,130.768047016,753.070748128
398523.686826,214.921179814,449.944574512,99.9322839209,704.003702167
405818.01895,436.130342241,150.414948498,757.334068321,813.731889575
313434.503703,635.20588953,439.74055142,170.144709987,945.454588424
458798.42675,52.5472644781,349.039496333,178.801269891,746.323325689
525567.357736,17.6554365081,429.766006141,233.254178319,989.788832871
332213.045308,78.5284481946,503.439383698,676.518868652,406.85749642
431497.877842,244.43582159,264.98151142,565.314566143,100.996571478
492949.120368,60.6038820713,117.365311335,631.255667069,816.833667484
355184.218088,165.595869587,753.949223389,450.433255607,636.950274512
537735.456618,58.6282309079,99.3287111436,275.515499265,198.82875373
416389.701512,263.239811076,90.0050218793,358.749575434,944.980441298
330226.100589,251.222713042,504.486314306,596.113549171,581.513085791
472920.892348,435.962163038,13.5768083921,762.988037861,443.449541243
413332.628161,20.8311613613,277.80059463,640.814109501,558.16435558
480975.821686,17.6731065304,92.2901543725,150.063725226,632.743146211
432902.465757,534.48758832,707.469640822,0.624157166522,921.319471459
323379.910817,509.056930334,44.185149204,444.177130729,641.988020764
393762.884949,747.444098592,147.565647719,549.813300234,852.038166618
451992.395322,253.788489653,688.200152553,34.7208761369,863.828252174
452610.306211,230.626875823,699.594870154,322.042180182,928.175207237
377207.871606,409.048583419,649.700619155,612.069117058,658.384397392
611867.12955,148.391215576,844.9796438,49.8930586167,934.161994918
312851.905228,479.526553262,543.446442328,319.522847266,771.635275775
422399.613406,480.841305497,253.468584161,680.172964881,225.207469349
423025.645569,54.6727038847,233.845236672,244.819172899,605.856759787
340250.206603,196.701148601,493.888801358,528.237349185,109.291598344
402584.583242,194.137191691,245.567269868,676.764592357,668.092951156
511692.66625,45.1234082123,158.982910714,749.904442516,734.410950642
324389.211756,525.572672317,527.975132888,380.448679066,898.372798192
405202.180302,269.41590579,361.010856558,318.527037249,407.574640597
368628.498923,197.83850142,288.568310233,511.628495294,719.10013725
289128.904274,583.011792383,301.812969045,228.756322725,963.569474777
388382.328014,508.105414762,291.951508732,752.750214377,422.414887833
459326.735497,672.572920192,530.814091576,747.244646468,587.562113426
458787.357988,186.884063696,114.980859197,767.179641299,521.346836245
535038.807474,168.677896392,78.5757243627,763.017609663,924.161060439
258396.63017,524.631593754,416.260053178,222.645411151,707.958918777
490955.952619,573.098842626,746.891147036,614.645502207,947.124314407
397592.62122,550.366691062,51.0431577897,15.70511178,680.516769789
463612.452668,38.351300549,470.93353916,197.177952579,481.288409975
643006.440691,163.271877647,108.197388591,23.0007573513,234.398623404
367784.102437,646.305666903,611.323192781,336.6974468,828.323135929
433243.94514,23.4125944859,421.077930108,280.777498409,677.673506261
396476.475185,30.2929140221,147.693797282,340.390567166,576.081947487
361462.887648,209.499090907,377.089592556,762.166035106,511.182123044
342441.912606,85.0606449229,553.193858924,725.999115351,487.132960565
481774.699365,321.07315929,150.118426112,542.239713532,140.544551401
348418.925099,233.494915868,527.291728623,470.792854165,608.013589854
511579.691965,528.947333476,786.661231381,528.762025236,847.349838857
388885.328646,98.5322596709,200.042267529,389.425289847,411.814151304
361191.565054,410.561837822,589.038990851,476.338514164,961.538567865
468208.543128,247.105775292,33.7398469675,714.010940865,367.301171273
295317.093482,362.637684584,383.320718264,345.971709036,693.820583989
314457.347832,396.664339756,408.981426312,63.1170850708,684.57533731
356063.451213,661.929089848,566.429597166,150.149316391,922.036242813
310224.870636,515.285684182,111.678856671,470.608826913,658.126608803
275472.405301,456.13368057,266.272145242,371.418900114,831.969847784
385376.341257,640.560963507,463.897012251,709.299436147,969.197661912
472591.971217,250.76774301,162.067888866,36.7937415131,471.494827841
350944.352965,503.98450844,76.0866093376,138.345875056,867.524855166
559483.007806,632.103921108,800.592711011,623.629293255,1009.23519402
448337.488483,93.5173578648,847.264248353,722.921602234,737.532263336
329094.981489,362.15646241,91.3709747603,424.981000717,567.337772814
465269.373813,254.645011277,86.3241712497,749.699350695,755.283287181
442163.674933,20.4078055519,211.394374362,239.057692766,441.554962201
382531.758028,721.857360793,48.1492927429,557.483313096,694.979391976
437755.736806,28.8814801535,656.609046019,773.763692791,50.5592674809
439521.547557,140.22744823,600.435382136,565.034345823,932.279495568
321505.076718,129.101128326,441.632033894,534.32588275,410.690458199
508579.800471,661.132957165,698.038982327,757.421431717,964.647704146
459717.077243,96.3910148391,403.992566214,763.518781009,816.375282812
538572.98422,99.2716843109,909.029434793,578.886049522,902.482797839
316087.712057,399.356119452,508.421190519,139.15322224,759.435069121
304839.817552,494.775069487,504.974461979,339.328230081,658.248997216
484008.262694,83.29906438,290.439297813,741.930377373,825.091528771
403136.764752,582.982757581,700.138535381,225.856788423,903.499247306
288766.16755,121.507089946,704.816270881,667.595170653,313.736762699
459715.93398,503.032335215,762.708640872,301.618298202,950.858853964
479561.099554,255.383897246,3.01566879701,248.004925411,1002.10367763
337714.294412,107.363310311,569.912364895,572.768657237,123.318224635
396153.58538,394.384242057,120.873868747,646.863023932,900.627362394
365157.360603,723.008702472,161.130994911,157.105614703,939.123989641
493513.834655,249.988363452,109.177013068,373.485594405,204.823281314
397862.823288,71.94301337,405.089935608,549.652733073,147.697037953
494280.710759,266.2182994,838.358212685,499.827542517,867.573396004
519495.561749,17.9982903445,84.5511445789,383.480231163,932.324146273
258092.522786,539.483741863,312.4987164,358.329640521,781.571266156
385111.045192,474.45328335,19.3081310837,159.298329781,888.365455977
316479.016632,396.04545351,264.817262309,541.763410725,638.032598393
532428.024351,107.660225965,120.878004778,775.432393961,842.517291008
315679.032878,306.81567705,458.565995606,647.972416528,479.075756513
511004.63978,50.9806331713,239.450946735,541.378621252,979.359506617
384023.629249,238.638831313,232.840859793,215.781594325,956.788933689
270036.64424,668.42124745,249.762557043,244.402262354,708.731938991
348211.741377,638.066559295,349.132754952,625.281024508,743.033328986
327547.061995,4.91247558217,655.005837003,537.135201009,503.582407035
480161.913773,50.9451887151,785.281309222,685.242700009,820.774181753
345017.355529,451.799659488,512.78117014,734.117214128,985.664825211
330628.4241,655.249532807,135.514505158,212.94813575,906.434159633
469583.768943,372.046940245,56.3409140568,678.902843969,292.611276121
323793.158228,274.679260678,377.568478292,237.405664948,742.894569351
445490.240457,51.4045037433,623.569956087,278.018610855,677.722217361
442094.789739,40.3248282102,374.0785369,512.520313705,784.001571187
372223.147818,334.236545724,619.479187582,761.006420817,814.441861434
604633.220444,761.17600752,800.87526603,645.199252308,936.440191503
432973.482722,142.399269549,111.456287403,690.051406645,527.672771951
387667.556894,301.315735646,623.421199122,265.289436783,853.634609552
549638.628379,688.951847534,212.436751366,750.617088836,54.8875532854
443632.666749,384.444772054,752.222483575,680.249090887,957.805596519
446429.1906,745.99530283,249.662554547,704.210159593,996.528176717
409150.794755,750.590517477,515.943320727,470.042103771,972.238234076
368904.485862,506.962826616,544.366662631,686.12856419,738.178092551
262125.02401,576.952202232,274.06288822,319.12435294,821.380638945
377730.807294,137.290620821,74.1759310895,413.518376955,451.166499358
458553.014145,119.727019917,87.8303923625,676.76667479,667.363933949
350691.31933,488.446548407,1.50065607212,518.26883792,607.828678112
388026.712374,193.646006453,393.493314588,323.639892279,503.945056904
404737.821102,705.956219066,503.494389524,613.350587975,753.421756095
529263.194478,97.8568090096,727.043448743,162.985406056,725.918947758
325131.657861,509.561252277,164.563924143,430.289972545,449.138403956
384124.701931,150.26628989,286.188036075,492.364522307,718.880838475
549036.860504,152.728375139,95.0203811981,401.299283283,129.709186757
386414.119235,400.78095886,647.732177756,366.763573646,872.829884284
352732.183488,12.8448144168,425.851459464,576.008768738,333.260902159
362564.281797,181.423807395,207.793704737,517.877535392,553.111747034
464581.440903,168.191764844,383.651011459,202.673560376,436.513676194
560740.050044,752.316593664,274.582445505,777.835685578,296.121050468
414242.79211,127.233839198,301.44594377,447.16290644,839.130741597
388329.239889,422.12773917,27.2723042024,564.398642702,785.59903547
402751.319353,111.656081445,117.770870936,333.545782335,729.644071646
509854.770044,677.416267107,267.74449923,757.292697718,12.7371216608
397883.542681,38.7054982998,425.291394004,330.827377297,417.113568439
360899.546396,593.599450268,429.962915701,729.891455634,947.677323436
561327.202361,73.5718731226,804.369511476,621.378392569,1004.2400707
450311.851738,85.2609748836,54.6738938765,460.620025542,248.751454887
420884.708357,242.892324309,246.276832355,710.342577605,962.257701074
311010.466361,535.929779695,558.895899751,267.01324729,755.652859737
513716.467348,126.959633708,20.1995968224,201.398618071,955.19670484
375226.355164,394.282403785,628.779971926,714.663849035,895.594339798
383287.745806,220.509388712,387.584552667,649.266460062,927.595422942
419736.870404,228.859493178,102.614004769,541.200063574,305.106541998
367523.285756,389.341541309,597.917625547,737.956562214,991.218747406
369227.247279,275.552805535,333.566650987,653.763695385,960.701114868
386090.343797,696.990929243,127.514643554,644.127846124,576.913805488
450434.402532,70.4966492316,21.316346862,190.265918555,596.798219182
363275.618639,552.595472402,95.994155368,43.9030333752,639.754098938
377104.580819,369.264047949,73.0434726616,475.76126103,377.862193568
409975.623904,627.587118107,558.97721374,683.769647294,866.096246865
409679.288055,290.574084179,144.21898936,457.915122497,994.52519552
336110.147765,317.928256245,420.540612939,755.334355805,255.882561553
342827.241901,544.535376211,49.2042265444,471.393486914,754.70265351
361013.611262,260.285401281,432.846738532,559.330662666,915.105534387
325626.958131,360.923693287,400.980441521,653.574091607,386.032137181
351417.020017,175.667253017,534.120237902,688.122672973,81.1739776762
329981.229819,420.963575491,288.773974632,622.441338535,887.571980227
387351.658822,478.626808193,178.051508497,714.698837788,945.389675052
509652.125588,15.4622286315,218.165231391,404.041900683,144.187800854
386535.790365,271.394232129,326.711316257,417.177393389,307.078972005
319258.910577,667.533987362,197.274094233,400.682004507,883.91427711
319052.360287,697.120499554,294.179793762,393.086488213,896.674093095
329474.914489,146.401215582,465.336306514,445.966436582,413.594877414
435653.956374,34.5233000335,45.3324375413,255.63739666,427.437449529
464544.733067,106.52233007,225.848682956,353.632604722,248.128640759
294652.817425,403.470238624,171.648718343,294.79633736,796.713091304
521395.853403,624.767382707,763.530033463,772.191205929,703.782437427
