Total Print Distance,X-Printer 1,Y-Printer 1,X-Printer 2,Y-Printer 2,X-Printer 3,Y-Printer 3,X-Printer 4,Y-Printer 4
321610.299809,420.818472914,253.591365699,485.795947638,213.956693054,469.127365551,333.954063267,671.085302092,571.762579046
235867.130344,251.333177315,559.929704671,656.13754511,431.783543126,508.643062532,692.232619731,78.2544319497,966.667792474
260327.873104,358.995972341,262.849921426,31.680715656,504.488524794,391.186623355,626.625311844,627.9524337,843.073241277
375323.989238,279.879726935,672.554427326,277.434801417,758.603665877,478.187907605,753.738823455,771.333046991,800.759050601
362146.955444,288.937016053,253.898117122,146.04698553,384.007469709,282.423329768,404.706331285,22.0009564709,595.544016652
305204.804538,128.158247619,377.552255014,400.145136125,61.8087032138,21.5086339802,556.16358519,412.660084534,540.94488351
333489.765584,432.685468805,1.28313799784,553.927565534,666.490193343,435.059977325,904.975923725,418.590880122,997.045596314
253740.284784,38.4571215616,247.118259115,312.123578314,387.523479264,603.000318215,104.0997269,392.340244082,761.902494179
282580.793357,61.1060499907,321.556660449,650.593224189,259.840667342,547.952313787,563.430889765,733.879537089,995.754431998
304843.692423,437.445247408,694.814246714,701.618393068,517.645221401,39.4049991441,954.902132799,554.534082396,859.023360964
250173.293366,290.712965426,96.4870437929,53.3725211612,634.460753303,661.609344762,200.980525274,242.301722036,904.680431865
266940.399378,361.457499618,24.9674016355,315.874204878,284.524187116,357.979926184,512.580240464,588.862378118,300.219055884
402949.930915,91.3947935843,300.329424963,130.168037437,289.190729299,171.463902241,408.786032313,144.496482195,876.627334228
236015.273664,463.547037834,57.833271881,593.603785199,232.778294665,269.334805954,842.787721897,777.977873261,582.30655072
333745.066871,172.359089886,735.249848994,379.104858456,774.44015398,318.192289709,851.084252974,739.654971427,587.277822001
216938.980759,428.81711067,238.708256738,214.465683718,551.934306837,629.608286491,255.631869914,760.622959943,598.73227202
222576.437338,495.85257844,418.845968551,138.468867999,686.502792135,126.196252722,854.176316679,592.596928685,692.88947149
273058.966428,442.959108212,264.375995567,569.771373051,242.37208723,615.933802983,727.870582314,501.26900975,942.011647916
270383.988981,279.48396512,31.6386315963,596.039481627,56.0910978204,303.914667798,707.412438342,751.82069084,983.217237398
232283.795684,226.526663869,389.255323323,663.98826743,191.110429831,408.996992724,815.197060787,650.612932651,739.835734324
392211.547489,81.5586869816,246.252723678,94.6331387249,266.616369922,119.109790914,839.768195787,543.203270069,899.05358506
362365.08693,135.432034634,152.705507769,229.025012475,261.647091487,260.690026901,274.773490937,423.094623366,917.78761153
288126.914994,58.1797249844,237.7274367,438.504636062,289.358497067,315.659879555,455.246361157,1.32243056779,857.866588769
282576.052327,82.5473901425,130.547611698,744.652001161,154.865687333,598.323391167,546.002759164,411.382257982,921.014616788
332330.442784,241.847730485,252.138692907,498.540182192,43.7018444269,515.185794784,919.76886287,728.275270177,989.218541511
311245.274923,68.7380764374,299.012334672,256.035881731,327.291207735,389.919332391,492.234856835,664.174536016,839.949294958
238951.765504,27.5409753495,32.1314146149,464.49495254,263.447520057,592.628558526,472.637546089,124.812071077,890.109099226
288426.620107,26.5232323114,210.275013361,696.945299671,15.3587806677,177.477821628,859.968545363,631.579087056,723.099013229
258351.021489,463.44487122,348.123513035,57.2030179526,713.79264806,164.833349193,826.598150676,32.7102055969,989.276010716
413088.781105,16.9813704966,167.877611792,65.4065976304,578.327827727,14.6176187087,881.946216273,733.482737553,834.338186283
301654.981913,344.130221685,442.580190217,392.195547402,837.09530885,271.780878383,917.500018408,356.353983481,892.819602199
212621.465342,181.279256712,540.506875871,565.30048924,155.869389859,626.635650645,287.779934326,288.59977315,761.79883486
274522.9882,425.512274085,320.460667346,582.713899155,204.714330275,611.12835784,335.942363091,10.7602104946,982.050303199
301769.100063,242.078007788,209.512160259,351.720766338,733.958169433,150.541619303,825.89232501,467.176676903,974.229530421
302495.000054,226.216579515,169.503340071,17.2575385759,845.236381461,297.068672487,862.255284778,605.711818758,702.675695422
281095.414925,238.494835936,257.427111723,732.625259436,108.211492554,616.961920028,517.640835032,577.924389539,675.894771955
283624.64142,476.30289685,117.943342992,579.692391843,362.726390671,628.573790425,587.842513419,583.578537384,863.084151164
244444.07429,327.569699798,293.089503918,240.397294356,580.756064691,447.197329571,623.263115957,737.092414266,968.999930275
259305.399845,261.776300855,211.048810571,404.974867098,198.983077025,402.275588768,739.389739704,707.105746058,826.883305345
311678.022127,168.209623254,225.749993561,338.573343591,685.991035792,123.071812422,841.662350927,574.554801248,962.819203539
302141.296841,5.03670622258,120.737877764,623.016610632,398.651379853,533.752279944,762.868774356,706.149711129,982.979429358
439147.904522,0.0489081407612,30.5228729466,132.968034671,230.167007673,118.082828048,451.170183554,61.8214752633,781.497472812
397905.420249,40.6076621358,294.818239208,90.6189211078,550.602221131,207.708603402,557.708083769,420.266588364,956.967201244
424289.593717,140.558361183,49.8187453305,50.7645190184,587.476883418,20.7259182764,682.358532645,594.365642381,974.247616466
267825.193067,455.74488716,52.009545177,274.904411953,721.413946906,281.761620067,949.101152156,782.444395188,849.962516859
274455.948353,92.5907368067,49.3505437275,624.20563527,106.417184793,411.136002079,658.62107542,635.544627094,995.735803595
321491.665317,449.829304335,6.13413512251,705.599254609,6.74256453681,541.560856212,635.029893137,530.223388946,849.923723184
228771.814807,587.86254367,165.881831245,719.151613682,508.638229983,164.639331823,879.055879997,423.926195263,856.653929655
250971.627293,474.788783861,125.988043343,478.336753118,364.122201475,619.410962415,585.885982398,392.538766753,973.475322859
258397.976202,389.684754249,33.5143954403,437.18585026,363.838818441,646.632668751,615.836136566,442.756807688,781.488600144
213924.325111,340.951871666,254.959974721,659.351702578,350.316926722,429.449293944,721.391150679,81.5079001121,934.468380009
276360.323408,291.376907829,78.4568055735,330.700450075,241.358040105,278.292735738,545.940172417,297.988165607,869.786544348
304217.176913,257.663378131,433.116502782,314.335310992,637.686826552,469.163720617,749.108409298,676.56095559,916.187300637
275567.941194,335.459172143,459.51149856,691.869772645,45.7498717764,626.08467539,339.713447448,670.389816875,452.501041548
275485.128674,16.3609346861,218.704202751,420.674413825,364.932584726,429.665991354,744.55648894,417.664435155,919.84588978
257081.434874,345.424414558,43.2834049966,181.557357015,534.284546458,552.612739993,369.950803329,739.904217047,156.429112177
241761.01597,93.1307113686,159.555003731,642.186301283,172.312183735,643.433885032,428.258165991,184.944757501,907.811384234
278346.25801,216.023824742,53.9328496555,315.051244634,154.794473985,491.025674466,689.333572092,218.686455489,862.790242599
282708.493705,264.24335454,170.305237751,60.1380431802,424.203607967,663.994355879,292.579962466,16.8680987503,821.551570918
434698.549558,41.2751806849,152.760182331,324.920321962,67.2077109341,175.198575299,350.951902075,216.162766833,382.544619646
308496.844473,340.128668763,485.444719375,430.043865958,660.675174829,613.163184782,713.710994311,505.019007271,927.515417283
363729.976768,259.290321341,96.0734344253,432.260234102,790.6105468,4.0308570354,981.317143944,21.6856979987,989.524223208
228103.879881,95.2530530196,396.164513903,500.463777057,226.981296406,564.197685479,458.651012801,301.396875289,995.899831977
267773.172662,536.631540264,11.438457725,543.428171476,49.4151942547,243.63419098,604.542922054,643.164739022,777.149166678
302731.368361,113.843929456,181.055477854,555.017214027,55.483375936,445.382358217,837.347580364,621.081430227,724.011462202
321162.622862,46.1809581673,17.9624693579,504.963616816,285.304472012,591.748687652,927.703260055,757.654408896,915.022287135
289620.852918,576.803084708,18.592043486,229.914586108,604.344587843,302.209353408,616.986038579,358.15600718,744.644753551
353822.965841,217.939136937,343.56628012,552.822549946,784.431024582,536.76937767,855.467021527,727.231821315,930.377566364
293304.875875,369.941355898,468.877799837,453.57419829,531.47132064,11.3445687792,824.335168956,182.961045371,949.508917366
238302.476564,263.710218967,342.944429354,469.086843022,149.163479465,444.123291039,571.928051123,424.62582046,911.555506419
239233.856513,245.62047532,66.936215426,644.162194455,413.597733447,72.5977296537,768.268901543,288.16565132,758.366278775
293121.494803,133.630828848,87.6658081543,563.746612466,440.858905755,494.354824437,720.303688209,714.637244557,717.565747308
260975.955008,496.273541026,521.574841723,256.026043984,771.380525751,413.337480876,772.766095133,671.562482101,858.859541701
204451.52966,466.767482246,325.856739392,610.05655459,209.810373484,313.1489363,673.873889649,542.28143956,718.873838476
263145.084341,49.2132714644,271.026507407,404.612646664,370.674736206,716.125641018,62.0702002681,124.298751203,844.550322173
247886.220771,335.464841438,223.506066328,259.386235603,621.835551795,348.106140838,610.44392365,702.906644546,925.148431118
217960.267084,276.127113829,361.828020933,212.675201728,547.446534111,550.73258061,278.889554262,128.139251488,859.91814783
224146.421671,273.852623619,459.187943404,496.401664801,325.716817124,17.2765665634,866.932559039,654.501614593,732.310589239
227610.134084,553.297355572,341.584902105,352.475618531,745.465786033,492.722307262,714.206261514,269.581341731,855.549061847
237553.002483,85.9143314903,556.563773271,443.498858526,353.3888736,357.678599984,620.363040784,136.238052697,846.829788082
254159.072917,252.120948982,435.496774933,762.633947851,158.935349162,389.649074535,679.012537709,419.055840901,867.611514713
300344.357798,283.485044124,56.1605465252,49.4558209204,487.024603571,400.820789882,304.241268585,239.2684385,556.733609004
203950.444608,431.929133589,200.164196734,525.63946317,315.201721343,270.74838822,675.717342426,652.946479246,532.343227029
343126.158057,132.300563968,348.381007445,7.32094728299,447.136967843,264.320935538,528.75522585,645.633576904,694.978581578
265626.466752,374.064956328,10.5333485506,300.080620081,552.664407674,130.890276757,730.497889813,630.164503773,793.459180046
316225.236576,93.6884128816,606.500019862,344.147467404,577.090652874,524.772920742,647.079695785,89.687748308,918.350814044
450118.19785,124.458452917,36.2829138441,364.475279578,52.0537733278,527.48690113,219.476161338,552.732812661,251.852542366
299725.878097,328.321101827,152.261551907,333.571256968,173.652987119,162.631308438,406.20450965,451.61671137,645.441151028
313253.996976,164.664313541,35.1605812969,461.701917859,105.524541023,393.877464935,841.005538351,551.701971644,979.570854454
307643.019821,339.216443798,210.672825013,433.42206017,181.635954659,168.267327421,462.336230322,662.239774574,185.550213026
303670.603855,400.430617003,154.770013,775.462034438,427.356591907,562.092274397,820.453451098,730.629795153,802.90266051
283230.701074,14.1747111357,157.841862217,491.582200098,34.1970049052,153.015243271,534.838302073,439.510673242,529.146648135
342231.051767,320.698715382,0.275776989746,129.717539186,586.826551863,180.024218431,628.580157705,689.256448081,11.4119365555
283872.255987,36.2119879163,109.068275615,48.6404360285,379.740946201,673.198450653,371.343627093,474.012626517,738.589531837
247594.994179,408.251812863,274.962377199,525.124922861,231.901608603,609.514052107,275.616506193,93.7578238956,807.479387093
410784.580259,7.93161814054,130.996479682,221.477279094,295.178090847,245.501947784,315.451215113,775.763590754,988.718963477
220390.713159,109.605319563,441.474448487,409.806795901,258.182072772,643.541645753,207.141477013,211.423502905,761.716780145
320102.057726,198.61610367,171.542151632,435.311862821,408.018961028,645.574874454,353.763500005,740.983331704,204.097952728
227710.945402,439.721358121,195.448690981,319.758502044,381.531404121,123.114833963,913.970728133,690.489042563,921.056242406
265900.39314,274.79832518,57.4955323468,144.220773039,347.306394053,553.98731513,198.263473848,420.723046292,892.577150342
274569.982745,344.357731981,85.7586924636,77.619272258,420.711940473,639.82286371,382.444458043,636.984322648,716.838552211
303935.266414,511.100967086,104.488352595,534.753132914,110.063707586,357.480215301,465.185247841,723.059652779,191.640833738
220230.930883,130.177828187,498.999842385,561.068169042,312.917362472,625.978999145,407.376727113,320.812497339,692.290393707
307945.777328,18.164256003,357.081677793,191.677169059,483.114110609,741.225508195,39.8391893538,720.478171454,663.227690138
283365.710931,362.268514614,366.669529598,610.864589609,590.586923384,521.329873278,801.027713007,771.188470326,587.205349132
338111.610265,244.677563855,75.5062959507,480.178998546,106.12321571,751.602908428,708.074094865,559.966149377,897.591627495
316638.798688,130.897144312,97.1007913118,167.767645044,155.805240369,442.750615784,227.68557603,374.743305865,491.383442254
297750.965384,11.5618677782,102.082856865,218.347909924,344.168489537,432.093195776,461.29700833,669.506459478,204.197789492
434030.152261,37.9055446078,8.39815941569,105.402146493,589.624240056,22.1980723231,773.325836889,569.135348874,992.134024288
257922.147531,127.924647375,328.305497238,334.031250283,580.756302582,539.352905796,413.449707612,590.864533886,552.996817135
235733.528367,177.834800128,463.213857365,591.674217977,393.348473569,749.352758095,198.991169982,552.064209848,853.962452241
260497.131688,210.679871427,656.883846693,705.852511385,500.000274209,2.48348276021,897.643122762,606.647063579,955.036185089
416066.218782,23.2320659667,221.867879205,472.275055838,752.225270637,416.226359258,854.267926329,497.519277746,875.619780137
322722.22067,226.462041877,5.65555518665,376.306305759,228.173613428,719.61463433,523.613017501,675.24180819,787.596712921
351877.544524,463.010884065,674.283562729,623.235834407,586.409405445,573.326929656,666.285926444,604.573311798,973.356432699
254840.572505,424.93109015,105.796353107,192.338121382,797.567871322,713.381565003,692.10401855,326.115305789,990.24379947
217550.568144,176.189035474,314.555251918,497.588775699,370.672553026,360.809803693,734.551477158,674.029990768,984.741575137
377916.275574,240.424310424,134.839963803,438.692641499,2.30628123508,266.150197406,396.549497365,208.779325234,435.974612757
216982.142568,211.578134265,151.71901595,321.671613248,653.049041089,670.352628447,308.437738144,664.215890692,774.658655658
231663.05331,585.872251249,221.926995258,285.592809655,818.181151002,229.858268492,929.209931158,536.33481634,849.805717339
267807.912139,125.843029051,8.59946955952,376.027224873,182.154528128,53.2432911355,698.253883026,674.618205464,335.588183195
276310.198186,223.279489226,257.669115449,340.083674373,256.578734158,621.685387673,263.436506618,23.5859665089,854.225416911
272598.987529,7.53263909435,10.040584265,109.669355559,41.3664883684,413.208093468,288.913237046,188.754997448,788.548241668
346390.271699,34.1367625451,62.9472969155,492.585250889,238.621749195,700.602590081,233.609744012,661.591040956,519.854682529
321335.876567,167.7062189,295.028759986,566.532295396,407.742052583,741.323680411,447.009416449,714.13042211,574.678248244
239080.179572,15.0001951577,134.553943005,659.904397755,395.818883289,148.188898223,766.473597463,729.034354684,832.004898724
274502.9882,235.665917975,270.649927896,575.502996537,305.733447864,644.509278501,279.064914495,571.412808809,996.645308785
261366.841932,429.542599251,282.912777699,440.58097138,546.467787202,597.699277095,624.403294574,509.934821224,753.628300467
232636.783785,429.353325911,312.531777925,247.823604714,491.56076962,501.245175054,303.285889854,409.521343648,958.464130712
228930.967386,475.269410359,199.905077191,752.615150311,146.74886492,119.463389063,783.355412001,589.88967173,789.91734739
301769.106162,247.759862593,291.738236008,249.471612666,429.135214608,592.507028556,608.123811125,756.930304027,931.070786419
436427.489875,261.391571639,806.633723864,304.585781706,847.260484772,426.936116919,793.305977413,684.015895063,948.730221302
266647.147669,462.202887339,287.815808999,534.691368253,604.548005485,729.968674744,640.783585201,570.319463836,908.7700171
397997.584633,135.732506035,94.0098234818,69.4286769726,237.168760163,412.284873354,91.6677481826,760.458308592,726.654476097
292391.09918,342.458400684,98.293123119,216.531151688,352.449800508,456.702277288,291.849341877,613.822449106,557.326325786
266745.876907,114.055862293,436.824499615,520.544261433,423.347539736,684.569781165,380.005764043,503.128690797,618.417397746
302045.864504,137.23019516,80.0040491824,306.2528197,300.842827568,45.7344023225,774.965677154,332.297930203,869.100908458
247217.055659,186.222468426,11.4585090975,433.704018589,198.189212844,419.342308032,623.580402224,245.401051478,863.656334752
304483.652103,277.463478953,47.587501172,433.789304896,588.782712494,722.465436478,673.3051583,689.380333844,1009.54793542
446199.831777,36.8234858007,168.372341869,654.939407404,85.682170999,622.205455145,262.107371688,724.905559763,66.2723826823
228969.21935,210.232029295,482.407168255,64.2181936608,768.861835053,714.161456063,317.735645631,759.619523874,966.617144691
395602.529574,170.804616653,56.097135184,195.852891366,819.777088327,11.5388294727,897.736947147,544.812303878,993.591858296
273806.048639,103.771214302,135.533014544,663.909695729,557.896979236,265.682503086,833.746219379,782.959644727,393.670210164
217383.051181,436.80971079,367.861043522,196.194103737,537.573804902,676.126560777,320.880641326,547.666642916,766.57727418
258250.834603,83.5144151185,174.148899646,466.152600405,165.2686718,372.613079325,467.509674102,311.753803618,639.793786413
401886.754122,106.151921289,64.5320461625,41.0124569398,176.284535493,398.975647535,289.521840034,526.227919767,139.918496246
285915.698719,215.808265012,81.3054712993,24.6075464948,666.825171894,740.237784165,496.84035795,220.762162679,951.604598721
249056.541943,74.3919133003,109.542489305,606.136746058,225.102613008,281.424158437,712.760760296,17.4501974802,878.201417725
212812.56611,282.066131062,214.89020213,529.939054607,220.879506643,102.130849061,638.074310585,614.710610817,615.375773161
274303.023071,20.7335139862,42.6323875462,40.2755539577,619.402790014,696.739639347,179.271537763,620.4287242,433.175505714
277695.825456,228.321130101,544.55977073,763.701323059,102.523904063,776.940372787,193.635202734,526.498062069,969.410389513
300522.186696,43.1152471476,180.434983306,360.242513873,748.683887713,617.006943928,616.273410486,733.713739492,512.785542542
323767.08463,155.16662762,128.888330077,389.630958523,602.92618109,419.996289602,944.58265604,585.717583196,970.967308302
283405.08972,483.226618146,265.873035964,558.199916918,673.000202328,695.728419766,639.73698453,761.149598805,965.865063972
322270.142549,1.63799831547,105.95606608,492.938000362,538.274198011,622.563423826,560.11555946,482.004357008,948.303331974
280211.903427,102.679781161,220.689749929,435.762677975,13.1221237961,454.181545576,363.264783196,478.46712857,754.401441435
224896.975835,577.348776298,322.544321467,122.726295714,823.610182192,269.24142917,962.871615414,564.54777371,851.635998788
248882.178883,435.045549674,168.565987898,151.184690281,610.674782742,9.15554106272,646.97256001,591.994817303,727.694709748
341127.235148,611.392048962,659.479762199,675.515642124,602.50286266,305.216996226,859.218848365,622.872452409,987.172145461
238634.533855,448.668470145,35.1580914626,349.079216104,552.743402948,538.258970192,472.379975452,529.541930445,974.537659513
238042.11451,387.95802965,110.569776879,123.748164786,538.488435289,662.069243382,277.528584502,590.861801917,492.793119961
403961.903226,126.194961597,69.2413946123,40.3947238874,225.589468475,161.589596701,620.3451949,242.328532557,640.278063439
248987.847752,302.041658123,9.16795910322,373.28516176,395.16164534,582.494671926,67.8672565864,209.60016937,891.764095547
388485.850345,58.9248403938,900.924384078,605.050559089,682.367191652,159.07172247,939.237249418,748.672349812,879.276764189
407253.418826,721.479528142,89.8776368674,774.331297746,448.467776497,762.256718078,598.350034888,710.45380257,743.400117838
409757.655488,117.035390317,108.105855852,116.360199069,458.026363591,29.0292968988,613.553371069,696.534541614,1005.52671414
374896.076235,72.7933419791,161.725605926,211.198675652,310.148161897,478.45670938,64.9475217426,479.135204162,267.460850868
391345.960699,162.19894143,123.111786,275.012458617,62.2911748656,282.36007005,127.23046262,651.673915007,506.950484395
251340.655125,562.402651902,183.243255033,703.763054554,40.3198492335,65.6205749411,760.971324136,635.130970235,800.316994333
209245.830475,594.921986723,313.507080575,131.762002957,750.974845947,200.168078681,858.668900185,616.212644111,960.87615355
286825.951026,319.317746304,181.533627026,349.71646664,494.649227173,437.626276376,425.399722701,528.597741817,469.859332229
290170.64201,204.706065029,177.889165787,60.3468904834,323.835894175,524.506961615,63.1256194967,343.248688127,667.262160368
324374.349296,24.601815673,300.546776255,502.010276331,85.7615077415,92.9501240791,774.510273458,127.756560437,964.595381582
276747.653738,163.124951694,274.495044886,154.938731994,568.568260602,511.316116385,592.528161915,76.4472524794,929.769824884
275406.863758,86.4287332105,160.396473833,223.668777469,200.234586396,59.9420901203,678.552769663,691.411015097,387.775565199
389677.161688,29.0281545655,29.5866165421,718.682996804,346.19194532,633.20229671,527.119343132,734.319864956,505.550650152
239749.237826,597.59267531,56.4073844581,471.616213611,509.566878655,711.689251625,543.298189138,263.055456521,972.813573845
324135.80525,188.442052233,41.583287801,370.162911075,72.827616019,456.818433267,729.26234107,354.39577314,941.1606589
415626.520571,135.311673359,5.1856274995,55.5062241218,618.828685169,205.098574486,639.826489798,146.346914181,724.474704862
317910.787739,94.184619924,302.402754701,301.559768175,310.626184942,722.254603251,187.343128242,784.702782945,983.999408753
258010.734648,65.1737842319,33.2545157673,550.526909336,117.13669084,462.647053691,509.617075771,124.838942376,981.766267591
210251.828903,389.756419999,17.7802058934,499.070285558,443.755087276,643.636828277,187.371227203,280.284059549,743.728738932
330534.746778,386.098373817,17.1572164488,62.022542614,478.276757451,645.509829044,713.563854448,758.185621227,642.709789733
386067.042004,118.209087389,643.823828674,427.455341312,694.518275649,453.787725276,715.559297324,444.198848525,791.020202521
223477.613042,162.842553333,427.991613008,564.130068719,205.120430694,680.696054738,431.147345197,381.624595545,997.137144348
318951.462747,7.12881379426,731.32476635,754.475310596,438.408770867,562.730324903,970.196868734,655.262951542,924.051539238
259594.408161,366.447663292,610.983609996,107.705617271,756.468320816,601.133124117,521.108821532,757.389150009,824.993356629
232888.843165,440.592381776,212.068715194,24.5766711756,605.094943898,232.355974556,628.624173314,640.520870183,315.313413264
278935.755446,345.084038638,352.45841559,418.085211677,598.661984714,535.695086198,660.416430042,608.791868203,832.152382427
244045.48583,329.600788777,16.9284696508,511.607502139,374.309565938,446.010309052,462.184713685,135.136241144,691.059636082
308688.544961,20.1324066023,136.478499975,284.062907438,17.4089151145,580.45023718,111.564652841,430.346021255,503.250035642
257031.055461,179.292575336,507.206135578,727.103311461,163.756505276,261.282211395,765.623377614,233.037295717,939.063224458
401265.172915,46.5657713169,469.839472859,72.5839353443,733.994511014,699.108565968,794.918315848,741.563113676,905.222154598
327737.476892,388.933191762,147.665678764,504.366641908,88.5622916119,704.797298154,745.034531946,538.974149174,955.846186162
223534.240474,282.043581115,227.045818434,192.107373071,706.928654287,769.632185734,437.719869534,425.678172612,916.106476474
269876.799612,388.785744207,210.386576533,208.234293732,416.649204891,690.687420982,446.893644334,647.001979605,608.237292845
320372.440754,114.302296451,185.373934743,410.179850423,598.783000755,564.230489707,721.872769681,23.2699115734,920.801060635
308458.239377,1.16186765186,217.780765228,543.466379851,536.274104604,414.588163561,823.947531038,716.263263533,813.568948703
252777.321476,531.563350694,142.719255813,411.45128739,545.913542276,726.866940376,15.5224098403,267.240444415,1001.18672888
219943.531192,586.657031083,73.4599513135,550.717568398,479.943882674,146.372940681,723.44105923,560.085621824,583.879732261
308294.918805,216.560334566,391.85543678,128.590783415,581.322741638,109.78167101,698.307618018,756.995493925,753.878283607
323717.828497,74.0025145637,407.441091729,447.142395585,380.985215121,713.60866383,109.150324626,739.622444853,160.864147174
323100.8966,239.905909999,214.865565538,358.04968449,45.8788967302,81.7679946353,572.393742276,376.944563982,905.517158836
263142.030853,362.575715037,14.6081468595,346.286336055,309.79738546,590.438528798,380.226865513,34.5644202792,900.984556737
297180.430186,186.779047498,361.631285375,665.610779192,18.1749956069,563.043210424,677.790125663,603.162784325,802.334132388
271888.747292,161.962303126,342.238369717,82.3189020404,708.279986824,739.131155928,530.17614862,671.707606224,766.966592388
307031.742847,379.575903702,416.835912207,514.820071737,822.523101797,540.054523812,881.711505828,712.645705566,793.695130552
295181.012836,232.061079672,171.775404665,167.553826987,528.843599761,188.558991558,730.089776117,760.821224709,876.995174246
297823.134815,345.359567363,114.836331885,228.396361115,977.819464185,726.927600107,710.872284437,677.269457052,850.652945815
263623.709759,334.835812068,130.202308364,213.444486447,526.672044849,437.003507109,630.049913582,498.022553336,888.610373083
311143.27259,232.743642251,130.291293152,34.3475141525,386.306971752,716.232534886,118.434918174,424.981829484,930.908399381
259281.562803,517.278146209,411.321334941,632.385837079,559.769882701,720.662203831,521.980315105,412.289208884,803.185731614
242508.959783,274.81731512,489.330945282,514.819935125,368.852858333,483.639488013,711.965342453,727.585960301,676.589245794
381303.254749,73.8350808186,409.186962046,143.311706748,819.226947583,761.371646755,818.192560477,610.81878277,995.806444531
436286.685641,234.119639334,163.521950927,149.129174794,320.44282976,83.8310935158,417.730513006,150.750574265,472.490851388
299028.984351,127.718481174,513.409441004,444.849230651,572.766771356,18.6289608282,982.373646918,653.253794399,834.689024091
270355.5239,131.432664406,67.2861396241,362.412032164,90.4793514067,493.174801504,533.497664754,242.921131523,933.882168465
270934.13819,10.1976206516,271.354366615,246.571083901,343.853994652,555.149945214,444.423068572,501.12515097,690.4073695
311400.446205,303.919011064,184.262743078,308.413781323,369.998498142,104.105322429,639.337880826,34.1777325631,786.052614266
298691.379593,221.382414373,202.484740585,0.445122265231,671.79387281,584.685316589,612.731248474,742.619157544,730.082924774
351196.037399,68.7241322643,246.78430255,192.294096783,680.376182206,168.813251383,745.104861952,636.693168794,806.681338137
366734.014217,44.4177427939,316.069513224,366.587803188,170.065590076,493.500562251,182.261447256,499.611209588,298.004892606
357660.333962,108.164009281,38.0751210171,25.7966737032,445.398009885,325.227537228,320.842757581,449.193958716,226.754832946
216990.584551,507.752326317,288.517617508,104.723150031,679.652369615,585.715326541,821.413745785,329.153350005,999.872926079
316841.726071,386.68221586,14.1632507011,680.96865276,382.943618903,597.866894915,776.759121065,569.442129728,918.562877551
251066.624198,363.118794631,15.4540130973,225.604275043,637.071989921,528.169377048,654.206327991,647.135210536,538.850969331
322201.282348,608.018965265,79.8194166248,551.92769382,792.146299705,412.455821836,896.070071951,779.870239131,761.537153482
273311.084066,77.2540645091,190.134861523,218.618671152,131.167588565,632.75552423,144.081393469,381.998387028,756.945224537
345296.928287,330.939157582,704.485070499,504.931983292,654.649552275,395.860739915,890.765956133,730.090035142,663.582901032
225563.7672,590.9481872,405.89112861,778.597504733,129.064977344,224.140119773,869.465185169,622.031227409,830.970996786
275708.812846,203.776239145,30.3250703774,616.600952627,343.911074159,490.276680579,637.503819462,590.437852556,813.490260826
276409.457511,122.258828874,263.543411481,519.712616798,578.431400947,178.924230323,823.598975828,558.8698244,728.24187813
243402.633888,431.001757325,400.437824253,549.995004869,381.138541987,494.044225807,631.017756617,391.145162265,736.918770875
259080.333721,207.819982004,40.7014432551,499.163691112,119.720973993,114.135598125,554.216752929,608.320534272,627.187900369
246518.70686,445.709707394,158.087665515,518.997790483,122.315173661,205.485258524,876.129757676,656.275132582,839.471976337
273533.951943,279.789574419,242.524205027,381.312652728,463.006552136,672.016273028,671.863578397,450.350891853,941.397444058
307006.550785,219.983159054,309.653238043,83.8559380707,439.174235525,500.84558183,536.81508403,544.781531748,498.825843012
234929.84519,548.068208858,306.91668039,658.399590431,412.646484449,427.74566922,790.03043403,603.56139135,964.571136363
273330.43934,107.554086116,677.842797794,456.224033064,516.407921696,500.126061271,785.948897322,708.511621692,997.329528596
261868.897005,16.3876413651,285.293267056,500.811815292,459.228910802,607.140181178,363.543610426,41.9156018597,709.49744147
263458.782441,166.306701697,29.9259598807,428.813248356,199.105100523,78.9473483565,880.652463957,753.711021889,633.154790875
341617.667696,109.900517659,315.529025197,304.548946615,274.420602174,260.641673289,389.05508252,305.2695082,513.110220295
262016.727674,101.166934477,537.101208593,603.612126675,125.314410915,134.708494564,705.089855463,728.462385409,291.496814468
210414.211909,201.908545183,393.121897666,689.983253789,330.384854772,483.968794459,679.086380986,165.825381694,819.329933466
255760.032192,102.685578458,201.534342874,288.07278354,665.317537524,630.639259961,518.03648854,368.065636029,968.477499293
289148.813646,122.212396873,189.742764442,265.739626095,58.6905321263,710.420606822,387.21619355,120.405019251,904.39132771
243341.769177,606.297770652,344.126399877,77.5487990861,719.830832293,639.453566579,387.261140166,450.940989747,984.786124637
293553.995059,46.6615115524,387.337916443,226.328026724,344.547790151,77.7901736813,621.169147767,731.543511093,555.864399613
260055.236861,29.1219222081,275.580599609,151.263733407,310.42450621,570.716400283,245.925844379,138.709206604,866.589992321
328845.654645,74.8351910486,55.9840686972,60.5290119228,145.563836949,392.799534098,569.238876728,613.930435916,549.977914169
298183.644768,2.97961775014,199.167305037,63.884890191,415.135917548,675.563340777,361.258629793,577.557541042,706.364251359
370261.586495,186.191598875,48.0519324402,365.067486821,64.4185669911,82.4931846624,399.681033758,121.779078099,874.860601834
254784.371193,175.481620659,347.169604513,570.198235121,99.9730597772,451.756942574,585.902597109,673.801633566,592.056963893
